Region,Subregion,Country,City/station,PM10,PM 2.5,of monitoring stations,for air quality
Wpr,WprB,China,Lhasa,48,22,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Lianyungang,90,41,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Linfen,84,39,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Liuzhou,67,31,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Luoyang,107,49,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Luzhou,86,39,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Maanshan,97,45,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Mianyang,82,38,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Mudanjiang,70,32,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Nanchang,87,40,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Nanchong,61,28,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Nanjing,114,52,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Nanning,69,32,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Nantong,97,45,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Ningbo,96,44,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Panzhihua,98,45,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Pingdingshan,94,43,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Qingdao,99,45,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Qinhuangdao,64,29,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Qiqihar,78,36,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Quanzhou,68,31,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Qujing,85,39,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Rizhao,89,41,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Sanmenxia,96,44,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Shanghai,79,36,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Shantou,60,28,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Shaoguan,74,34,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Shaoxing,95,44,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Shenyang,101,46,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Shenzhen,57,26,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Shijiazhuang,98,45,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Shizuishan,88,40,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Suzhou,90,41,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Taian,97,45,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Taiyuan,89,41,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Tangshan,85,39,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Tianjin,96,44,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Tongchuan,99,45,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Urumqi,133,61,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Weifang,99,45,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Weinan,112,51,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Wenzhou,85,39,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Wuhan,108,50,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Wuhu,75,34,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Wuxi,88,40,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Xiamen,65,30,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Xi'an,126,58,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Xiangtan,95,44,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Xianyang,94,43,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Xining,124,57,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Xuzhou,88,40,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Yan'an,120,55,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Yangquan,78,36,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Yangzhou,96,44,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Yantai,81,37,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Yibing,78,36,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Yichang,86,39,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Yinchuan,93,43,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Yueyang,97,45,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Yuxi,79,36,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Zaozhuang,99,45,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Zhangjiajie,71,33,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Zhanjiang,45,21,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Zhengzhou,111,51,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Zhenjiang,97,45,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Zhuhai,49,22,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Zhuzhou,81,37,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Zibo,110,51,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Zigong,81,37,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,China,Zunyi,87,40,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,Malaysia,Bayan Lepas,28,13,,"Malaysia Meterological Department, Ministry of Science, Technology and Innovation -  Monthly Air Quality Bulletins."
Wpr,WprB,Malaysia,Kota Kinabalu,29,13,,"Malaysia Meterological Department, Ministry of Science, Technology and Innovation -  Monthly Air Quality Bulletins."
Wpr,WprB,Malaysia,Kuantan,25,11,,"Malaysia Meterological Department, Ministry of Science, Technology and Innovation -  Monthly Air Quality Bulletins."
Wpr,WprB,Malaysia,Kuching,24,11,,"Malaysia Meterological Department, Ministry of Science, Technology and Innovation -  Monthly Air Quality Bulletins."
Wpr,WprB,Malaysia,Petaling Jaya,36,17,,"Malaysia Meterological Department, Ministry of Science, Technology and Innovation -  Monthly Air Quality Bulletins."
Wpr,WprB,Malaysia,Senai,32,15,,"Malaysia Meterological Department, Ministry of Science, Technology and Innovation -  Monthly Air Quality Bulletins."
Wpr,WprB,Malaysia,Tanah Rata,15,7,,"Malaysia Meterological Department, Ministry of Science, Technology and Innovation -  Monthly Air Quality Bulletins."
Wpr,WprB,Mongolia,Bayankhongor,128,59,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,Mongolia,Darkhan,174,80,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,Mongolia,Erdenet,45,21,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,Mongolia,Khobd,133,61,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,Mongolia,Murun,76,35,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,Mongolia,Sukhbaatar,39,18,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,Mongolia,Tsetserleg,136,62,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,Mongolia,Ulaanbaatar,148,68,Not found,"Cities Act, Clean Air Asia Database, 2013."
Wpr,WprB,Philippines,Baguio,107,49,1 station,"Cities Act, Clean Air Asia Database; Phillipines Air Quality Profile 2010 Edition, Clean Air Initiative for Asian Cities."
Wpr,WprB,Philippines,Cebu,47,22,1 station,"Cities Act, Clean Air Asia Database; Phillipines Air Quality Profile 2010 Edition, Clean Air Initiative for Asian Cities."
Wpr,WprB,Philippines,Manila,49,22,3 stations,"Cities Act, Clean Air Asia Database; Phillipines Air Quality Profile 2010 Edition, Clean Air Initiative for Asian Cities."
Wpr,WprB,Viet Nam,Da Nang,42,19,Not found,"Cities Act, Clean Air Asia Database"
Wpr,WprB,Viet Nam,Hà Noi,86,39,Not found,"Cities Act, Clean Air Asia Database"
Wpr,WprB,Viet Nam,Ho Chi Minh,58,27,Not found,"Cities Act, Clean Air Asia Database"
WprHI,WprA,Australia,Adelaide,13,8,"1 station, mixed are of light industrial, heavy traffic",Air Monitoring Report for South Australia 2010.
WprHI,WprA,Australia,Brisbane,11,6,"2 stations, residential/light industrial","Queensland 2010 and 2011 air monitoring reports. Queensland Government 2011, 2012."
WprHI,WprA,Australia,Bunbury,13,8,1 station,2011 Western Australia Air Monitoring Report
WprHI,WprA,Australia,Busselton,14,9,1 station,2011 Western Australia Air Monitoring Report
WprHI,WprA,Australia,Canberra,12,7,"1 station, suburb","ACT Air Quality Report 2010, Environment Protection Authority, June 2013."
WprHI,WprA,Australia,Casuarina,11,6,"1 station, residential/light industrial",Northern Territory Air Monitoring Report 2010. Northern Territory Government.
WprHI,WprA,Australia,Geelong,18,5,1 station,"Victoria's Air Quality 2010 Air Monitoring Data, EPA Victoria, 2013."
WprHI,WprA,Australia,Hobart,10,6,"1 station, urban background",Tasmanian Air Monitoring Report 2011.
WprHI,WprA,Australia,Illawarra,8,5,1 station,"National Environment Protection (ambient air quality) measure. New South Wales Annual Compliance Report 2010. NSW Government, 2011."
WprHI,WprA,Australia,Launceston,13,8,"1 station, urban background",Tasmanian Air Monitoring Report 2011.
WprHI,WprA,Australia,Lower Hunter,9,5,2 stations,"National Environment Protection (ambient air quality) measure. New South Wales Annual Compliance Report 2010. NSW Government, 2011."
WprHI,WprA,Australia,Melbourne,18,5,9 stations ,"Victoria's Air Quality 2010 Air Monitoring Data, EPA Victoria, 2013."
WprHI,WprA,Australia,Perth,12,7,2 urban background and 1 low density stations,2011 Western Australia Air Monitoring Report
WprHI,WprA,Australia,Sydney,9,5,"4 stations, city","National Environment Protection (ambient air quality) measure. New South Wales Annual Compliance Report 2010. NSW Government, 2011."
WprHI,WprA,Australia,Traralgon,19,5,1 station,"Victoria's Air Quality 2010 Air Monitoring Data, EPA Victoria, 2013."
WprHI,WprA,Brunei Darussalam,Belait Disctrict,17,8,NA,"Cities Act, Clean Air Asia Database, 2013."
WprHI,WprA,Brunei Darussalam,Brunei-Muara District,10,5,NA,"Cities Act, Clean Air Asia Database, 2013."
WprHI,WprA,Brunei Darussalam,Temburong District,15,7,NA,"Cities Act, Clean Air Asia Database, 2013."
WprHI,WprA,Brunei Darussalam,Tutong District,16,7,NA,"Cities Act, Clean Air Asia Database, 2013."
WprHI,WprA,Japan,Aoba-ku/Sendai,14,6,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Chikusa-ku/Nagoya,13,6,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Chiyoda-ku,22,10,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Chuo-ku/Chiba,22,10,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Chuo-ku/Fukuoka,20,9,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Higashinada-ku/Kobe,25,11,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Higashinari-ku/Osaka,20,9,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Kawasaki-ku/Kawasaki,20,9,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Kita-ku/Niigata,20,9,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Kita-ku/Okayama,16,7,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Kita-ku/Sapporo,18,8,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Minami-ku/Hiroshima,21,10,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Moji-ku/Kitakyushu,20,9,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Nakagyo-ku/Kyoto,21,10,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Naka-ku/Hamamatsu,22,10,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Naka-ku/Yokohama,22,10,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Sagamihara,22,10,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Sakai-ku/Sakai,22,10,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Shimuzu-ku/Shizuoka,13,6,Not found,"Cities Act, ClearnAir Asia Database, 2013."
WprHI,WprA,Japan,Urawa-ku/Saitama,31,14,Not found,"Cities Act, ClearnAir Asia Database, 2013."
